raceid,driverid,constructorid,grid
251,85,30,21
251,90,28,22
251,64,28,23
251,86,30,24
252,14,3,1
252,71,3,2
252,30,22,3
252,77,6,4
252,49,15,5
252,65,22,6
252,55,6,7
252,22,17,8
252,84,27,9
252,56,17,10
252,44,27,11
252,87,1,12
252,57,1,13
252,96,15,14
252,63,25,15
252,79,25,16
252,83,18,17
252,69,18,18
252,89,29,19
252,97,29,20
252,85,30,21
252,64,28,22
252,90,28,23
252,98,30,24
253,14,3,1
253,71,3,2
253,30,22,3
253,77,6,4
253,56,17,5
253,55,6,6
253,65,22,7
253,49,15,8
253,57,1,9
253,87,1,10
253,22,17,11
253,84,27,12
253,96,15,13
253,44,27,14
253,63,25,15
253,83,18,16
253,97,29,17
253,69,18,18
253,99,25,19
253,85,30,20
253,89,29,21
253,64,28,22
253,90,28,23
253,98,30,24
254,14,3,1
254,71,3,2
254,30,22,3
254,55,6,4
254,77,6,5
254,56,17,6
254,65,22,7
254,49,15,8
254,44,27,9
254,87,1,10
254,22,17,11
254,76,1,12
254,88,27,13
254,83,18,14
254,96,15,15
254,69,18,16
254,79,25,17
254,63,25,18
254,81,29,19
254,89,29,20
254,64,28,21
254,90,28,22
254,85,30,23
254,92,30,24
255,30,22,1
255,55,6,2
255,57,1,3
255,71,3,4
255,77,6,5
255,14,3,6
255,56,17,7
255,49,15,8
255,65,22,9
255,22,17,10
255,44,27,11
255,63,25,12
255,79,25,13
255,81,29,14
255,91,15,15
255,83,18,16
255,69,18,17
255,89,29,18
255,85,30,19
255,64,28,20
255,90,28,21
255,92,30,22
255,87,1,23
256,71,3,1
256,14,3,2
256,30,22,3
256,77,6,4
256,55,6,5
256,49,15,6
256,22,17,7
256,65,22,8
256,56,17,9
256,87,1,10
256,84,27,11
256,44,27,12
256,81,29,13
256,63,25,14
256,69,18,15
256,79,25,16
256,83,18,17
256,91,15,18
256,89,29,19
256,90,28,20
256,64,28,21
256,85,30,22
256,92,30,23
224,35,3,1
224,71,3,2
224,56,6,3
224,30,6,4
224,57,1,5
224,55,22,6
224,77,22,7
224,22,17,8
224,49,15,9
224,63,25,10
224,44,27,11
224,50,29,12
224,14,1,13
224,65,15,14
224,79,25,15
224,21,18,16
224,83,18,17
224,73,29,18
224,84,17,19
224,64,27,20
225,71,3,1
225,22,17,2
225,35,3,3
225,30,6,4
225,55,22,5
225,84,17,6
225,57,1,7
225,77,22,8
225,49,15,9
225,56,6,10
225,63,25,11
225,65,15,12
225,50,29,13
225,14,1,14
225,44,27,15
225,79,25,16
225,73,29,17
225,83,18,18
225,69,28,19
225,85,28,20
225,58,18,21
225,64,27,22
226,71,3,1
226,30,6,2
226,35,3,3
226,55,22,4
226,77,22,5
226,22,17,6
226,50,29,7
226,57,1,8
226,14,1,9
226,56,6,10
226,49,15,11
226,44,27,12
226,79,25,13
226,58,18,14
226,84,17,15
226,63,25,16
226,65,15,17
226,64,27,18
226,83,18,19
226,73,29,20
226,69,28,21
226,85,28,22
227,71,3,1
227,35,3,2
227,30,6,3
227,55,22,4
227,22,17,5
227,14,1,6
227,56,6,7
227,77,22,8
227,57,1,9
227,49,15,10
227,84,17,11
227,65,15,12
227,50,29,13
227,63,25,14
227,44,27,15
227,79,25,16
227,64,27,17
227,21,18,18
227,83,18,19
227,73,29,20
228,30,6,1
228,71,3,2
228,35,3,3
228,14,1,4
228,55,22,5
228,56,6,6
228,77,22,7
228,63,25,8
228,22,17,9
228,49,15,10
228,57,1,11
228,84,17,12
228,44,27,13
228,50,29,14
228,65,15,15
228,79,25,16
228,64,27,17
228,83,18,18
228,21,18,19
228,73,29,20
228,69,28,21
229,30,6,1
229,71,3,2
229,55,22,3
229,77,22,4
229,14,1,5
229,22,17,6
229,56,6,7
229,57,1,8
229,49,15,9
229,35,3,10
229,63,25,11
229,50,29,12
229,65,15,13
229,44,27,14
229,79,25,15
229,84,17,16
229,64,27,17
229,21,18,18
229,83,18,19
229,73,29,20
229,69,28,21
229,85,28,22
230,71,3,1
230,35,3,2
230,30,6,3
230,55,22,4
230,77,22,5
230,56,6,6
230,22,17,7
230,44,27,8
230,65,15,9
230,57,1,10
230,49,15,11
230,63,25,12
230,50,29,13
230,14,1,14
230,84,17,15
230,79,25,16
230,64,27,17
230,83,18,18
230,21,18,19
230,73,29,20
231,71,3,1
231,35,3,2
231,30,6,3
231,55,22,4
231,56,6,5
231,57,1,6
231,77,22,7
231,22,17,8
231,84,17,9
231,14,1,10
231,44,27,11
231,49,15,12
231,50,29,13
231,63,25,14
231,65,15,15
231,21,18,16
231,79,25,17
231,64,27,18
231,83,18,19
231,69,28,20
231,73,29,21
231,85,28,22
232,30,6,1
232,71,3,2
232,55,22,3
232,77,22,4
232,57,1,5
232,35,3,6
232,14,1,7
232,84,17,8
232,44,27,9
232,22,17,10
232,64,27,11
232,49,15,12
232,63,25,13
232,79,25,14
232,50,29,15
232,65,15,16
232,21,18,17
232,83,18,18
232,73,29,19
232,69,28,20
232,85,28,21
232,56,6,22
233,71,3,1
233,35,3,2
233,30,6,3
233,57,1,4
233,55,22,5
233,22,17,6
233,77,22,7
233,84,17,8
233,14,1,9
233,56,6,10
233,49,15,11
233,79,25,12
233,65,15,13
233,63,25,14
233,50,29,15
233,44,27,16
233,64,27,17
233,21,18,18
233,83,18,19
233,73,29,20
234,71,3,1
234,77,22,2
234,30,6,3
234,57,1,4
234,55,22,5
234,35,3,6
234,14,1,7
234,56,6,8
234,22,17,9
234,84,17,10
234,64,27,11
234,44,27,12
234,49,15,13
234,65,15,14
234,63,25,15
234,79,25,16
234,50,29,17
234,83,18,18
234,73,29,19
235,30,6,1
235,71,3,2
235,35,3,3
235,56,6,4
235,55,22,5
235,77,22,6
235,57,1,7
235,65,15,8
235,14,1,9
235,49,15,10
235,44,27,11
235,84,17,12
235,22,17,13
235,79,25,14
235,64,27,15
235,63,25,16
235,50,29,17
235,73,29,18
235,83,18,19
235,86,18,20
236,35,3,1
236,71,3,2
236,30,6,3
236,14,1,4
236,77,22,5
236,57,1,6
236,55,22,7
236,84,17,8
236,56,6,9
236,22,17,10
236,49,15,11
236,65,15,12
236,63,25,13
236,44,27,14
236,64,27,15
236,50,29,16
236,79,25,17
236,73,29,18
236,83,18,19
237,71,3,1
237,35,3,2
237,30,6,3
237,57,1,4
237,14,1,5
237,55,22,6
237,56,6,7
237,77,22,8
237,84,17,9
237,22,17,10
237,44,27,11
237,65,15,12
237,49,15,13
237,64,27,14
237,50,29,15
237,79,25,16
237,63,25,17
237,83,18,18
237,73,29,19
237,86,18,20
238,71,3,1
238,35,3,2
238,55,22,3
238,30,6,4
238,77,22,5
238,56,6,6
238,57,1,7
238,14,1,8
238,22,17,9
238,84,17,10
238,49,15,11
238,65,15,12
238,63,25,13
238,79,25,14
238,44,27,15
238,50,29,16
238,73,29,17
238,64,27,18
238,83,18,19
238,86,18,20
239,35,3,1
239,71,3,2
239,30,6,3
239,77,22,4
239,57,1,5
239,56,6,6
239,49,15,7
239,14,1,8
239,55,22,9
239,84,17,10
239,22,17,11
239,44,27,12
239,65,15,13
239,79,25,14
239,63,25,15
239,64,27,16
239,50,29,17
239,83,18,18
239,73,29,19
207,35,3,1
207,49,3,2
207,30,6,3
207,14,1,4
207,56,6,5
207,57,1,6
207,65,15,7
207,55,22,8
207,44,20,9
207,77,22,10
207,22,24,11
207,23,17,12
207,78,15,13
207,21,17,14
207,79,18,15
207,75,20,16
207,15,18,17
207,63,25,18
207,76,24,19
207,71,21,20
207,50,25,21
207,64,21,22
208,35,3,1
208,30,6,2
208,77,22,3
208,57,1,4
208,44,20,5
208,55,22,6
208,21,17,7
208,49,3,8
208,71,21,9
208,23,17,10
208,22,24,11
208,14,1,12
208,65,15,13
208,56,6,14
208,75,20,15
208,64,21,16
208,15,18,17
208,79,18,18
208,78,15,19
208,76,24,20
208,50,25,21
208,63,25,22
209,35,3,1
209,49,3,2
209,44,20,3
209,30,6,4
209,22,24,5
209,23,17,6
209,56,6,7
209,65,15,8
209,21,17,9
209,14,1,10
209,55,22,11
209,77,22,12
209,71,21,13
209,78,15,14
209,76,24,15
209,50,25,16
209,57,1,17
209,15,18,18
209,63,25,19
209,75,20,20
209,79,18,21
209,64,21,22
210,35,3,1
210,49,3,2
210,30,6,3
210,44,20,4
210,23,17,5
210,21,17,6
210,65,15,7
210,57,1,8
210,56,6,9
210,14,1,10
210,77,22,11
210,78,15,12
210,22,24,13
210,55,22,14
210,71,21,15
210,76,24,16
210,64,21,17
210,75,20,18
210,63,25,19
210,15,18,20
210,50,25,21
210,79,18,22
211,49,3,1
211,30,6,2
211,35,3,3
211,21,17,4
211,14,1,5
211,23,17,6
211,65,15,7
211,57,1,8
211,55,22,9
211,22,24,10
211,78,15,11
211,44,20,12
211,71,21,13
211,63,25,14
211,56,6,15
211,64,21,16
211,77,22,17
211,15,18,18
211,76,24,19
211,79,18,20
211,75,20,21
211,50,25,22
212,35,3,1
212,49,3,2
212,14,1,3
212,55,22,4
212,57,1,5
212,77,22,6
212,30,6,7
212,21,17,8
212,23,17,9
212,65,15,10
212,56,6,11
212,44,20,12
212,81,15,13
212,63,25,14
212,71,21,15
212,75,20,16
212,22,24,17
212,15,18,18
212,50,25,19
212,79,18,20
212,64,21,21
212,76,24,22
213,30,6,1
213,35,3,2
213,22,24,3
213,49,3,4
213,14,1,5
213,21,17,6
213,23,17,7
213,55,22,8
213,57,1,9
213,44,20,10
213,25,22,11
213,56,6,12
213,65,15,13
213,50,25,14
213,71,21,15
213,64,21,16
213,63,25,17
213,81,15,18
213,75,20,19
213,15,18,20
213,76,24,21
213,79,18,22
214,30,6,1
214,49,3,2
214,23,17,3
214,35,3,4
214,56,6,5
214,15,20,6
214,25,22,7
214,55,22,8
214,14,1,9
214,57,1,10
214,21,17,11
214,75,20,12
214,22,24,13
214,65,15,14
214,76,24,15
214,64,21,16
214,71,21,17
214,50,25,18
214,63,25,19
214,82,15,20
214,79,18,21
214,58,18,22
215,35,3,1
215,49,3,2
215,57,1,3
215,30,6,4
215,23,17,5
215,14,1,6
215,56,6,7
215,25,22,8
215,65,15,9
215,21,17,10
215,55,22,11
215,71,21,12
215,15,20,13
215,82,15,14
215,75,20,15
215,76,24,16
215,64,21,17
215,63,25,18
215,79,18,19
215,50,25,20
215,58,18,21
215,22,24,22
216,77,22,1
216,21,17,2
216,57,1,3
216,30,6,4
216,49,3,5
216,55,22,6
216,23,17,7
216,14,1,8
216,35,3,9
216,56,6,10
216,15,20,11
216,22,24,12
216,71,21,13
216,65,15,14
216,76,24,15
216,64,21,16
216,75,20,17
216,82,15,18
216,63,25,19
216,50,25,20
216,58,18,21
216,79,18,22
217,30,6,1
217,35,3,2
217,71,21,3
217,57,1,4
217,56,6,5
217,49,3,6
217,77,22,7
217,14,1,8
217,55,22,9
217,65,15,10
217,22,24,11
217,15,20,12
217,21,17,13
217,23,17,14
217,81,15,15
217,75,20,16
217,76,24,17
217,50,25,18
217,64,21,19
217,79,18,20
217,63,25,21
217,58,18,22
218,35,3,1
218,55,22,2
218,30,6,3
218,21,17,4
218,57,1,5
218,23,17,6
218,49,3,7
218,64,21,8
218,71,21,9
218,14,1,10
218,65,15,11
218,22,24,12
218,81,15,13
218,15,20,14
218,77,22,15
218,75,20,16
218,56,6,17
218,76,24,18
218,63,25,19
218,79,18,20
218,50,25,21
218,58,18,22
219,55,22,1
219,49,3,2
219,21,17,3
219,35,3,4
219,57,1,5
219,14,1,6
219,77,22,7
219,23,17,8
219,30,6,9
219,56,6,10
219,22,24,11
219,65,15,12
219,76,24,13
219,71,21,14
219,75,20,15
219,15,20,16
219,64,21,17
219,81,15,18
219,63,25,19
219,50,25,20
219,79,18,21
219,58,18,22
220,35,3,1
220,57,1,2
220,15,20,3
220,49,3,4
220,22,24,5
220,76,24,6
220,71,21,7
220,56,6,8
220,30,6,9
220,14,1,10
220,23,17,11
220,65,15,12
220,81,15,13
220,21,17,14
220,55,22,15
220,75,20,16
220,64,21,17
220,77,22,18
220,79,18,19
220,50,25,20
220,63,25,21
221,57,1,1
221,35,3,2
221,49,3,3
221,21,17,4
221,30,6,5
221,14,1,6
221,77,22,7
221,23,17,8
221,22,24,9
221,55,22,10
221,44,20,11
221,76,24,12
221,71,21,13
221,56,6,14
221,64,21,15
221,65,15,16
221,75,20,17
221,58,18,18
221,81,15,19
221,63,25,20
221,50,25,21
221,79,18,22
222,35,3,1
222,30,6,2
222,56,6,3
222,57,1,4
222,77,22,5
222,49,3,6
222,55,22,7
222,65,15,8
222,21,17,9
222,44,20,10
222,14,1,11
222,22,24,12
222,23,17,13
222,76,24,14
222,75,20,15
222,64,21,16
222,71,21,17
222,,,18
222,79,18,19
222,58,18,20
222,50,25,21
222,63,25,22
223,35,3,1
223,30,6,2
223,49,3,3
223,71,21,4
223,57,1,5
223,14,1,6
223,56,6,7
223,77,22,8
223,44,20,9
223,55,22,10
223,76,24,11
223,22,24,12
223,64,21,13
223,65,15,14
223,75,20,15
223,23,17,16
223,21,17,17
223,82,15,18
223,79,18,19
223,58,18,20
223,63,25,21
223,50,25,22
191,57,1,1
191,14,1,2
191,30,6,3
191,35,3,4
191,65,15,5
191,49,3,6
191,21,22,7
191,56,6,8
191,23,17,9
191,71,17,10
191,25,22,11
191,55,15,12
191,68,25,13
191,22,24,14
191,15,20,15
191,63,21,16
191,74,18,17
191,76,24,18
191,73,25,19
191,64,21,20
191,44,20,21
191,75,18,22
192,57,1,1
192,14,1,2
192,49,3,3
192,30,6,4
192,25,22,5
192,56,6,6
192,21,22,7
192,23,17,8
192,44,20,9
192,35,3,10
192,71,17,11
192,15,20,12
192,22,24,13
192,65,15,14
192,55,15,15
192,76,24,16
192,68,25,17
192,75,18,18
192,74,18,19
192,63,21,20
192,73,25,21
192,64,21,22
193,14,1,1
193,30,6,2
193,57,1,3
193,56,6,4
193,23,17,5
193,49,3,6
193,35,3,7
193,25,22,8
193,71,17,9
193,21,22,10
193,55,15,11
193,65,15,12
193,68,25,13
193,22,24,14
193,44,20,15
193,15,20,16
193,63,21,17
193,64,21,18
193,75,18,19
193,74,18,20
193,73,25,21
193,76,24,22
194,14,1,1
194,57,1,2
194,30,6,3
194,56,6,4
194,25,22,5
194,35,3,6
194,71,17,7
194,49,3,8
194,23,17,9
194,21,22,10
194,65,15,11
194,55,15,12
194,44,20,13
194,63,21,14
194,68,25,15
194,15,20,16
194,22,24,17
194,64,21,18
194,74,18,19
194,76,24,20
194,75,18,21
194,73,25,22
195,57,1,1
195,14,1,2
195,30,6,3
195,21,22,4
195,25,22,5
195,56,6,6
195,65,15,7
195,71,17,8
195,22,24,9
195,35,3,10
195,23,17,11
195,44,20,12
195,49,3,13
195,55,15,14
195,64,21,15
195,15,20,16
195,63,21,17
195,76,24,18
195,74,18,19
195,75,18,20
195,68,25,21
196,57,1,1
196,14,1,2
196,21,22,3
196,30,6,4
196,49,3,5
196,25,22,6
196,56,6,7
196,63,21,8
196,65,15,9
196,15,20,10
196,55,15,11
196,64,21,12
196,35,3,13
196,22,24,14
196,71,17,15
196,23,17,16
196,76,24,17
196,44,20,18
196,75,18,19
196,68,25,20
196,74,18,21
197,14,1,1
197,57,1,2
197,30,6,3
197,21,22,4
197,23,17,5
197,35,3,6
197,49,3,7
197,56,6,8
197,55,15,9
197,71,17,10
197,25,22,11
197,65,15,12
197,22,24,13
197,15,20,14
197,44,20,15
197,68,25,16
197,63,21,17
197,75,18,18
197,64,21,19
197,76,24,20
197,74,18,21
197,73,25,22
198,57,1,1
198,30,6,2
198,14,1,3
198,56,6,4
198,35,3,5
198,23,17,6
198,71,17,7
198,49,3,8
198,21,22,9
198,25,22,10
198,55,15,11
198,15,20,12
198,65,15,13
198,22,24,14
198,50,24,15
198,44,20,16
198,64,21,17
198,73,25,18
198,63,21,19
198,68,25,20
198,75,18,21
198,74,18,22
199,57,1,1
199,30,6,2
199,35,3,3
199,14,1,4
199,56,6,5
199,49,3,6
199,71,17,7
199,55,15,8
199,65,15,9
199,21,22,10
199,25,22,11
199,64,21,12
199,63,21,13
199,15,20,14
199,50,24,15
199,22,24,16
199,68,25,17
199,74,18,18
199,75,18,19
199,73,25,20
199,23,17,21
199,44,20,22
200,21,22,1
200,55,15,2
200,57,1,3
200,30,6,4
200,22,24,5
200,63,21,6
200,49,3,7
200,56,6,8
200,23,17,9
200,44,20,10
200,35,3,11
200,50,24,12
200,64,21,13
200,14,1,14
200,71,17,15
200,15,20,16
200,25,22,17
200,65,15,18
200,74,18,19
200,68,25,20
200,75,18,21
200,73,25,22
201,57,1,1
201,14,1,2
201,35,3,3
201,23,17,4
201,71,17,5
201,56,6,6
201,25,22,7
201,21,22,8
201,30,6,9
201,49,3,10
201,55,15,11
201,65,15,12
201,22,24,13
201,15,20,14
201,68,25,15
201,44,20,16
201,63,21,17
201,64,21,18
201,50,24,19
201,75,18,20
201,74,18,21
202,57,1,1
202,14,1,2
202,30,6,3
202,71,17,4
202,56,6,5
202,35,3,6
202,49,3,7
202,21,22,8
202,25,22,9
202,23,17,10
202,55,15,11
202,64,21,12
202,63,21,13
202,22,24,14
202,65,15,15
202,15,20,16
202,50,24,17
202,68,25,18
202,75,18,19
202,44,20,20
202,74,18,21
203,57,1,1
203,14,1,2
203,71,17,3
203,30,6,4
203,56,6,5
203,35,3,6
203,21,22,7
203,23,17,8
203,49,3,9
203,55,15,10
203,25,22,11
203,65,15,12
203,15,20,13
203,44,20,14
203,22,24,15
203,64,21,16
203,50,24,17
203,63,21,18
203,68,25,19
203,73,25,20
203,75,18,21
203,74,18,22
204,30,6,1
204,35,3,2
204,57,1,3
204,14,1,4
204,56,6,5
204,23,17,6
204,25,22,7
204,55,15,8
204,44,20,9
204,15,20,10
204,21,22,11
204,49,3,12
204,22,24,13
204,71,17,14
204,65,15,15
204,63,21,16
204,50,24,17
204,73,25,18
204,68,25,19
204,64,21,20
204,75,18,21
204,74,18,22
205,30,6,1
205,56,6,2
205,57,1,3
205,21,22,4
205,14,1,5
205,23,17,6
205,49,3,7
205,25,22,8
205,35,3,9
205,71,17,10
205,55,15,11
205,22,24,12
205,65,15,13
205,15,20,14
205,44,20,15
205,63,21,16
205,64,21,17
205,50,24,18
205,68,25,19
205,75,18,20
205,74,18,21
205,73,25,22
206,30,6,1
206,57,1,2
206,14,1,3
206,56,6,4
206,49,3,5
206,35,3,6
206,23,17,7
206,71,17,8
206,25,22,9
206,21,22,10
206,65,15,11
206,55,15,12
206,44,20,13
206,15,20,14
206,63,21,15
206,22,24,16
206,68,25,17
206,64,21,18
206,50,24,19
206,75,18,20
206,74,18,21
175,57,1,1
175,14,1,2
175,30,6,3
175,22,24,4
175,49,17,5
175,56,6,6
175,21,22,7
175,23,3,8
175,71,17,9
175,25,22,10
175,35,16,11
175,15,20,12
175,65,24,13
175,64,15,14
175,70,3,15
175,55,15,16
175,68,21,17
175,37,21,18
175,41,16,19
175,44,20,20
175,69,18,21
175,48,18,22
176,57,1,1
176,14,1,2
176,22,24,3
176,30,6,4
176,21,22,5
176,56,6,6
176,71,17,7
176,49,17,8
176,25,22,9
176,65,24,10
176,23,3,11
176,44,20,12
176,15,20,13
176,55,15,14
176,64,15,15
176,70,3,16
176,37,21,17
176,72,18,18
176,68,21,19
176,48,18,20
176,35,16,21
177,57,1,1
177,14,1,2
177,30,6,3
177,56,6,4
177,15,20,5
177,22,24,6
177,49,17,7
177,71,17,8
177,23,3,9
177,70,3,10
177,44,20,11
177,65,24,12
177,55,15,13
177,35,16,14
177,64,15,15
177,21,22,16
177,25,22,17
177,37,21,18
177,63,16,19
177,68,21,20
177,48,18,21
177,69,18,22
178,57,1,1
178,30,6,2
178,14,1,3
178,56,6,4
178,22,24,5
178,49,17,6
178,15,20,7
178,35,16,8
178,21,22,9
178,25,22,10
178,70,3,11
178,63,16,12
178,65,24,13
178,55,15,14
178,64,15,15
178,23,3,16
178,71,17,17
178,44,20,18
178,68,21,19
178,69,18,20
178,37,21,21
178,48,18,22
179,57,1,1
179,56,6,2
179,14,1,3
179,30,6,4
179,55,15,5
179,35,16,6
179,22,24,7
179,49,17,8
179,15,20,9
179,23,3,10
179,71,17,11
179,64,15,12
179,21,22,13
179,65,24,14
179,44,20,15
179,63,16,16
179,70,3,17
179,25,22,18
179,37,21,19
179,68,21,20
179,48,18,21
179,69,18,22
180,30,6,1
180,57,1,2
180,56,6,3
180,14,1,4
180,22,24,5
180,49,17,6
180,21,22,7
180,55,15,8
180,15,20,9
180,65,24,10
180,25,22,11
180,70,3,12
180,23,3,13
180,71,17,14
180,44,20,15
180,35,16,16
180,41,16,17
180,64,15,18
180,68,21,19
180,37,21,20
180,69,18,21
180,48,18,22
181,22,24,1
181,55,15,2
181,44,20,3
181,14,1,4
181,49,17,5
181,30,6,6
181,21,22,7
181,15,20,8
181,65,24,9
181,41,16,10
181,64,15,11
181,35,16,12
181,25,22,13
181,57,1,14
181,70,3,15
181,23,3,16
181,56,6,17
181,71,17,18
181,48,18,19
181,69,18,20
181,37,21,21
181,68,21,22
182,57,1,1
182,30,6,2
182,14,1,3
182,56,6,4
182,49,17,5
182,71,17,6
182,22,24,7
182,23,3,8
182,35,16,9
182,55,15,10
182,65,24,11
182,64,15,12
182,70,3,13
182,15,20,14
182,44,20,15
182,41,16,16
182,21,22,17
182,25,22,18
182,68,21,19
182,37,21,20
182,69,18,21
182,48,18,22
183,57,1,1
183,14,1,2
183,56,6,3
183,49,17,4
183,22,24,5
183,65,24,6
183,63,6,7
183,23,3,8
183,35,16,9
183,25,22,10
183,71,17,11
183,21,22,12
183,15,20,13
183,70,3,14
183,41,16,15
183,64,15,16
183,55,15,17
183,44,20,18
183,69,18,19
183,68,21,20
183,37,21,21
183,48,18,22
184,57,1,1
184,49,17,2
184,14,1,3
184,63,6,4
184,56,6,5
184,22,24,6
184,44,20,7
184,71,17,8
184,15,20,9
184,21,22,10
184,23,3,11
184,35,16,12
184,25,22,13
184,70,3,14
184,48,18,15
184,64,15,16
184,65,24,17
184,41,16,18
184,69,18,19
184,37,21,20
184,55,15,21
184,68,21,22
185,57,1,1
185,56,6,2
185,14,1,3
185,21,22,4
185,49,17,5
185,71,17,6
185,25,22,7
185,22,24,8
185,35,16,9
185,65,24,10
185,55,15,11
185,64,15,12
185,15,20,13
185,44,20,14
185,70,3,15
185,23,3,16
185,41,16,17
185,63,6,18
185,69,18,19
185,37,21,20
185,68,21,21
185,48,18,22
186,57,1,1
186,14,1,2
186,49,17,3
186,71,17,4
186,23,3,5
186,56,6,6
186,22,24,7
186,70,3,8
186,63,6,9
186,65,24,10
186,35,16,11
186,15,20,12
186,21,22,13
186,41,16,14
186,25,22,15
186,55,15,16
186,44,20,17
186,64,15,18
186,68,21,19
186,69,18,20
186,48,18,21
186,37,21,22
187,57,1,1
187,49,17,2
187,14,1,3
187,70,3,4
187,23,3,5
187,63,6,6
187,22,24,7
187,56,6,8
187,71,17,9
187,44,20,10
187,35,16,11
187,15,20,12
187,55,15,13
187,25,22,14
187,65,24,15
187,64,15,16
187,21,22,17
187,41,16,18
187,69,18,19
187,48,18,20
187,37,21,21
187,68,21,22
188,49,17,1
188,14,1,2
188,57,1,3
188,23,3,4
188,44,20,5
188,21,22,6
188,71,17,7
188,35,16,8
188,56,6,9
188,15,20,10
188,25,22,11
188,63,6,12
188,64,15,13
188,65,24,14
188,22,24,15
188,55,15,16
188,41,16,17
188,70,3,18
188,69,18,19
188,48,18,20
188,68,21,21
188,37,21,22
189,30,6,1
189,56,6,2
189,14,1,3
189,57,1,4
189,65,24,5
189,22,24,6
189,25,22,7
189,23,3,8
189,71,17,9
189,35,16,10
189,21,22,11
189,44,20,12
189,41,16,13
189,49,17,14
189,55,15,15
189,70,3,16
189,64,15,17
189,15,20,18
189,48,18,19
189,37,21,20
189,69,18,21
189,68,21,22
190,30,6,1
190,57,1,2
190,14,1,3
190,49,17,4
190,56,6,5
190,44,20,6
190,15,20,7
190,65,24,8
190,23,3,9
190,55,15,10
190,35,16,11
190,71,17,12
190,22,24,13
190,21,22,14
190,25,22,15
190,,,16
190,64,15,17
190,41,16,18
190,68,21,19
190,48,18,20
190,37,21,21
190,69,18,22
158,57,1,1
158,14,1,2
158,30,6,3
158,22,6,4
158,49,17,5
158,15,17,6
158,56,19,7
158,35,16,8
158,21,22,9
158,63,15,10
158,23,3,11
158,37,21,12
158,50,21,13
158,25,22,14
158,2,20,15
158,41,16,16
158,55,20,17
158,48,18,18
158,64,15,19
158,65,19,20
158,18,3,21
158,60,18,22
159,57,1,1
159,14,1,2
159,30,6,3
159,22,6,4
159,21,22,5
159,56,19,6
159,49,17,7
159,41,16,8
159,18,3,9
159,35,16,10
159,23,3,11
159,15,17,12
159,25,22,13
159,50,21,14
159,55,20,15
159,37,21,16
159,65,19,17
159,48,18,18
159,2,20,19
159,60,18,20
160,57,1,1
160,30,6,2
160,14,1,3
160,22,6,4
160,23,3,5
160,49,17,6
160,56,19,7
160,15,17,8
160,35,16,9
160,64,15,10
